"","artist","track","track_title","line","lyric"
"1","Ed Sheeran","Shape Of You","Shape of You",1,"The club isn't the best place to find a lover"
"2","Ed Sheeran","Shape Of You","Shape of You",2,"So the bar is where I go"
"3","Ed Sheeran","Shape Of You","Shape of You",3,"Me and my friends at the table doing shots"
"4","Ed Sheeran","Shape Of You","Shape of You",4,"Drinking fast and then we talk slow"
"5","Ed Sheeran","Shape Of You","Shape of You",5,"And you come over and start up a conversation with just me"
"6","Ed Sheeran","Shape Of You","Shape of You",6,"And trust me I'll give it a chance now"
"7","Ed Sheeran","Shape Of You","Shape of You",7,"Take my hand, stop, put Van the Man on the jukebox"
"8","Ed Sheeran","Shape Of You","Shape of You",8,"And then we start to dance, and now I'm singing like"
"9","Ed Sheeran","Shape Of You","Shape of You",9,"Girl, you know I want your love"
"10","Ed Sheeran","Shape Of You","Shape of You",10,"Your love was handmade for somebody like me"
"11","Ed Sheeran","Shape Of You","Shape of You",11,"Come on now, follow my lead"
"12","Ed Sheeran","Shape Of You","Shape of You",12,"I may be crazy, don't mind me"
"13","Ed Sheeran","Shape Of You","Shape of You",13,"Say, boy, let's not talk too much"
"14","Ed Sheeran","Shape Of You","Shape of You",14,"Grab on my waist and put that body on me"
"15","Ed Sheeran","Shape Of You","Shape of You",15,"Come on now, follow my lead"
"16","Ed Sheeran","Shape Of You","Shape of You",16,"Come, come on now, follow my lead"
"17","Ed Sheeran","Shape Of You","Shape of You",17,"I'm in love with the shape of you"
"18","Ed Sheeran","Shape Of You","Shape of You",18,"We push and pull like a magnet do"
"19","Ed Sheeran","Shape Of You","Shape of You",19,"Although my heart is falling too"
"20","Ed Sheeran","Shape Of You","Shape of You",20,"I'm in love with your body"
"21","Ed Sheeran","Shape Of You","Shape of You",21,"And last night you were in my room"
"22","Ed Sheeran","Shape Of You","Shape of You",22,"And now my bed sheets smell like you"
"23","Ed Sheeran","Shape Of You","Shape of You",23,"Every day discovering something brand new"
"24","Ed Sheeran","Shape Of You","Shape of You",24,"I'm in love with your body"
"25","Ed Sheeran","Shape Of You","Shape of You",25,"Oh—I—oh—I—oh—I—oh—I"
"26","Ed Sheeran","Shape Of You","Shape of You",26,"I'm in love with your body"
"27","Ed Sheeran","Shape Of You","Shape of You",27,"Oh—I—oh—I—oh—I—oh—I"
"28","Ed Sheeran","Shape Of You","Shape of You",28,"I'm in love with your body"
"29","Ed Sheeran","Shape Of You","Shape of You",29,"Oh—I—oh—I—oh—I—oh—I"
"30","Ed Sheeran","Shape Of You","Shape of You",30,"I'm in love with your body"
"31","Ed Sheeran","Shape Of You","Shape of You",31,"Every day discovering something brand new"
"32","Ed Sheeran","Shape Of You","Shape of You",32,"I'm in love with the shape of you"
"33","Ed Sheeran","Shape Of You","Shape of You",33,"One week in we let the story begin"
"34","Ed Sheeran","Shape Of You","Shape of You",34,"We're going out on our first date"
"35","Ed Sheeran","Shape Of You","Shape of You",35,"You and me are thrifty, so go all you can eat"
"36","Ed Sheeran","Shape Of You","Shape of You",36,"Fill up your bag and I fill up a plate"
"37","Ed Sheeran","Shape Of You","Shape of You",37,"We talk for hours and hours about the sweet and the sour"
"38","Ed Sheeran","Shape Of You","Shape of You",38,"And how your family is doing okay"
"39","Ed Sheeran","Shape Of You","Shape of You",39,"Leave and get in a taxi, then kiss in the backseat"
"40","Ed Sheeran","Shape Of You","Shape of You",40,"Tell the driver make the radio play, and I'm singing like"
"41","Ed Sheeran","Shape Of You","Shape of You",41,"Girl, you know I want your love"
