"","artist","track","track_title","line","lyric"
"1","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",1,"I threw a wish in the well"
"2","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",2,"Don't ask me, I'll never tell"
"3","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",3,"I looked to you as it fell"
"4","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",4,"And now you're in my way"
"5","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",5,"I trade my soul for a wish"
"6","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",6,"Pennies and dimes for a kiss"
"7","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",7,"I wasn't looking for this"
"8","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",8,"But now you're in my way"
"9","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",9,"Your stare was holding"
"10","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",10,"Ripped jeans, skin was showin'"
"11","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",11,"Hot night, wind was blowin'"
"12","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",12,"Where you think you're going, baby?"
"13","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",13,"Hey, I just met you, and this is crazy"
"14","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",14,"But here's my number, so call me maybe"
"15","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",15,"It's hard to look right at you, baby"
"16","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",16,"But here's my number, so call me maybe"
"17","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",17,"Hey, I just met you, and this is crazy"
"18","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",18,"But here's my number, so call me maybe"
"19","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",19,"And all the other boys try to chase me"
"20","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",20,"But here's my number, so call me maybe"
"21","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",21,"You took your time with the call"
"22","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",22,"I took no time with the fall"
"23","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",23,"You gave me nothing at all"
"24","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",24,"But still you're in my way"
"25","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",25,"I beg and borrow and steal"
"26","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",26,"At first sight and it's real"
"27","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",27,"I didn't know I would feel it"
"28","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",28,"But it's in my way"
"29","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",29,"Your stare was holding"
"30","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",30,"Ripped jeans, skin was showing"
"31","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",31,"Hot night, wind was blowing"
"32","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",32,"Where you think you're going, baby?"
"33","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",33,"Hey, I just met you, and this is crazy"
"34","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",34,"But here's my number, so call me maybe"
"35","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",35,"It's hard to look right at you, baby"
"36","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",36,"But here's my number, so call me maybe"
"37","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",37,"Hey, I just met you, and this is crazy"
"38","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",38,"But here's my number, so call me maybe"
"39","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",39,"And all the other boys try to chase me"
"40","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",40,"But here's my number, so call me maybe"
"41","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",41,"Before you came into my life, I missed you so bad"
"42","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",42,"I missed you so bad"
"43","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",43,"I missed you so, so bad"
"44","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",44,"Before you came into my life, I missed you so bad"
"45","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",45,"And you should know that"
"46","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",46,"I missed you so, so bad"
"47","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",47,"It's hard to look right at you, baby"
"48","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",48,"But here's my number, so call me maybe"
"49","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",49,"Hey, I just met you, and this is crazy"
"50","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",50,"But here's my number, so call me maybe"
"51","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",51,"And all the other boys try to chase me"
"52","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",52,"But here's my number, so call me maybe"
"53","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",53,"Before you came into my life, I missed you so bad"
"54","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",54,"I missed you so bad"
"55","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",55,"I missed you so, so bad"
"56","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",56,"Before you came into my life, I missed you so bad"
"57","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",57,"And you should know that"
"58","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",58,"I missed you so, so bad"
"59","Carly Rae Jepsen","Call Me Maybe","Call Me Maybe",59,"So call me maybe"
"60","fun.","We Are Young","We Are Young",1,"Give me a second I, I need to get my story straight"
"61","fun.","We Are Young","We Are Young",2,"My friends are in the bathroom"
"62","fun.","We Are Young","We Are Young",3,"Getting higher than the Empire State"
"63","fun.","We Are Young","We Are Young",4,"My lover, she's waiting for me just across the bar"
"64","fun.","We Are Young","We Are Young",5,"My seat's been taken by some sunglasses asking 'bout a scar"
"65","fun.","We Are Young","We Are Young",6,"And I know I gave it to you months ago"
"66","fun.","We Are Young","We Are Young",7,"I know you're trying to forget it"
"67","fun.","We Are Young","We Are Young",8,"But between the drinks and subtle things"
"68","fun.","We Are Young","We Are Young",9,"The holes in my apologies"
"69","fun.","We Are Young","We Are Young",10,"You know, I'm trying hard to take it back"
"70","fun.","We Are Young","We Are Young",11,"So if by the time the bar closes"
"71","fun.","We Are Young","We Are Young",12,"And you feel like falling down"
