"","artist","track","track_title","line","lyric"
"1","Adele","Rolling In The Deep","Rolling in the Deep",1,"There's a fire starting in my heart"
"2","Adele","Rolling In The Deep","Rolling in the Deep",2,"Reaching a fever pitch, and it's bringing me out the dark"
"3","Adele","Rolling In The Deep","Rolling in the Deep",3,"Finally, I can see you crystal clear"
"4","Adele","Rolling In The Deep","Rolling in the Deep",4,"Go ahead and sell me out, and then I'll lay your shit bare"
"5","Adele","Rolling In The Deep","Rolling in the Deep",5,"See how I'll leave with every piece of you"
"6","Adele","Rolling In The Deep","Rolling in the Deep",6,"Don't underestimate the things that I will do"
"7","Adele","Rolling In The Deep","Rolling in the Deep",7,"There's a fire starting in my heart"
"8","Adele","Rolling In The Deep","Rolling in the Deep",8,"Reaching a fever pitch, and it's bringing me out the dark"
"9","Adele","Rolling In The Deep","Rolling in the Deep",9,"The scars of your love remind me of us"
"10","Adele","Rolling In The Deep","Rolling in the Deep",10,"They keep me thinkin' that we almost had it all"
"11","Adele","Rolling In The Deep","Rolling in the Deep",11,"The scars of your love, they leave me breathless"
"12","Adele","Rolling In The Deep","Rolling in the Deep",12,"I can't help feeling"
"13","Adele","Rolling In The Deep","Rolling in the Deep",13,"We could have had it all(You're gonna wish you – never had met me)"
"14","Adele","Rolling In The Deep","Rolling in the Deep",14,"Rolling in the deep"
"15","Adele","Rolling In The Deep","Rolling in the Deep",15,"(Tears are gonna fall, rolling in the deep)"
"16","Adele","Rolling In The Deep","Rolling in the Deep",16,"You had my heart inside of your hand(You're gonna wish you – never had met me)"
"17","Adele","Rolling In The Deep","Rolling in the Deep",17,"And you played it to the beat(Tears are gonna fall, rolling in the deep)"
"18","Adele","Rolling In The Deep","Rolling in the Deep",18,"Baby, I have no story to be told"
"19","Adele","Rolling In The Deep","Rolling in the Deep",19,"But I've heard one on you, now I'm gonna make your head burn"
"20","Adele","Rolling In The Deep","Rolling in the Deep",20,"Think of me in the depths of your despair"
"21","Adele","Rolling In The Deep","Rolling in the Deep",21,"Make a home down there, as mine sure won't be shared"
"22","Adele","Rolling In The Deep","Rolling in the Deep",22,"(You're gonna wish you – never had met me)"
"23","Adele","Rolling In The Deep","Rolling in the Deep",23,"The scars of your love remind me of us(Tears are gonna fall, rolling in the deep)"
"24","Adele","Rolling In The Deep","Rolling in the Deep",24,"They keep me thinkin' that we almost had it all(You're gonna wish you – never had met me)"
"25","Adele","Rolling In The Deep","Rolling in the Deep",25,"The scars of your love, they leave me breathless(Tears are gonna fall, rolling in the deep)"
"26","Adele","Rolling In The Deep","Rolling in the Deep",26,"I can't help feeling"
"27","Adele","Rolling In The Deep","Rolling in the Deep",27,"We could have had it all(You're gonna wish you – never had met me)"
"28","Adele","Rolling In The Deep","Rolling in the Deep",28,"Rolling in the deep"
"29","Adele","Rolling In The Deep","Rolling in the Deep",29,"(Tears are gonna fall, rolling in the deep)"
"30","Adele","Rolling In The Deep","Rolling in the Deep",30,"You had my heart inside of your hand(You're gonna wish you – never had met me)"
"31","Adele","Rolling In The Deep","Rolling in the Deep",31,"And you played it to the beat(Tears are gonna fall, rolling in the deep)"
"32","Adele","Rolling In The Deep","Rolling in the Deep",32,"Could have had it all"
"33","Adele","Rolling In The Deep","Rolling in the Deep",33,"Rolling in the deep"
"34","Adele","Rolling In The Deep","Rolling in the Deep",34,"You had my heart inside of your hand"
"35","Adele","Rolling In The Deep","Rolling in the Deep",35,"But you played it with a beating"
"36","Adele","Rolling In The Deep","Rolling in the Deep",36,"Throw your soul through every open door (oh-oh)"
"37","Adele","Rolling In The Deep","Rolling in the Deep",37,"Count your blessings to find what you look for (whoa-oh)"
"38","Adele","Rolling In The Deep","Rolling in the Deep",38,"Turn my sorrow into treasured gold (oh-oh)"
"39","Adele","Rolling In The Deep","Rolling in the Deep",39,"You'll pay me back in kind and reap just what you sow"
"40","Adele","Rolling In The Deep","Rolling in the Deep",40,"(You're gonna wish you – never had met me)"
"41","Adele","Rolling In The Deep","Rolling in the Deep",41,"We could have had it all"
"42","Adele","Rolling In The Deep","Rolling in the Deep",42,"(Tears are gonna fall, rolling in the deep)"
