"","artist","track","track_title","line","lyric"
"1","Faith Hill","Breathe","Breathe",1,"I can feel the magic floating in the air"
"2","Faith Hill","Breathe","Breathe",2,"Being with you gets me that way"
"3","Faith Hill","Breathe","Breathe",3,"I watch the sunlight dance across your face and I've"
"4","Faith Hill","Breathe","Breathe",4,"Never been this swept away"
"5","Faith Hill","Breathe","Breathe",5,"All my thoughts just seem to settle on the breeze"
"6","Faith Hill","Breathe","Breathe",6,"When I'm lying wrapped up in your arms"
"7","Faith Hill","Breathe","Breathe",7,"The whole world just fades away"
"8","Faith Hill","Breathe","Breathe",8,"The only thing I hear"
"9","Faith Hill","Breathe","Breathe",9,"Is the beating of your heart"
"10","Faith Hill","Breathe","Breathe",10,"'Cause I can feel you breathe, it's washing over me"
"11","Faith Hill","Breathe","Breathe",11,"And suddenly, I'm melting into you"
"12","Faith Hill","Breathe","Breathe",12,"There's nothing left to prove"
"13","Faith Hill","Breathe","Breathe",13,"Baby, all we need is just to be"
"14","Faith Hill","Breathe","Breathe",14,"Caught up in the touch, slow and steady rush"
"15","Faith Hill","Breathe","Breathe",15,"Baby, isn't that the way that love's supposed to be?"
"16","Faith Hill","Breathe","Breathe",16,"I can feel you breathe"
"17","Faith Hill","Breathe","Breathe",17,"Just breathe"
"18","Faith Hill","Breathe","Breathe",18,"In a way, I know my heart is waking up"
"19","Faith Hill","Breathe","Breathe",19,"As all the walls come tumbling down"
"20","Faith Hill","Breathe","Breathe",20,"I'm closer than I've ever felt before"
"21","Faith Hill","Breathe","Breathe",21,"And I know, and you know"
"22","Faith Hill","Breathe","Breathe",22,"There's no need for words right now"
"23","Faith Hill","Breathe","Breathe",23,"'Cause I can feel you breathe, it's washing over me"
"24","Faith Hill","Breathe","Breathe",24,"And suddenly, I'm melting into you"
"25","Faith Hill","Breathe","Breathe",25,"There's nothing left to prove"
"26","Faith Hill","Breathe","Breathe",26,"Baby, all we need is just to be"
"27","Faith Hill","Breathe","Breathe",27,"Caught up in the touch, slow and steady rush"
"28","Faith Hill","Breathe","Breathe",28,"Baby, isn't that the way that love's supposed to be?"
"29","Faith Hill","Breathe","Breathe",29,"I can feel you breathe"
"30","Faith Hill","Breathe","Breathe",30,"Just breathe"
"31","Faith Hill","Breathe","Breathe",31,NA
