"","artist","track","track_title","line","lyric"
"1","Nickelback","How You Remind Me","How You Remind Me",1,"Never made it as a wise man"
"2","Nickelback","How You Remind Me","How You Remind Me",2,"I couldn't cut it as a poor man stealing"
"3","Nickelback","How You Remind Me","How You Remind Me",3,"Tired of living like a blind man"
"4","Nickelback","How You Remind Me","How You Remind Me",4,"I'm sick of sight without a sense of feeling"
"5","Nickelback","How You Remind Me","How You Remind Me",5,"And this is how you remind me"
"6","Nickelback","How You Remind Me","How You Remind Me",6,"This is how you remind me of what I really am"
"7","Nickelback","How You Remind Me","How You Remind Me",7,"This is how you remind me of what I really am"
"8","Nickelback","How You Remind Me","How You Remind Me",8,"It's not like you to say sorry"
"9","Nickelback","How You Remind Me","How You Remind Me",9,"I was waiting on a different story"
"10","Nickelback","How You Remind Me","How You Remind Me",10,"This time I'm mistaken"
"11","Nickelback","How You Remind Me","How You Remind Me",11,"For handing you a heart worth breaking"
"12","Nickelback","How You Remind Me","How You Remind Me",12,"And I've been wrong, I've been down"
"13","Nickelback","How You Remind Me","How You Remind Me",13,"Been to the bottom of every bottle"
"14","Nickelback","How You Remind Me","How You Remind Me",14,"These five words in my head"
"15","Nickelback","How You Remind Me","How You Remind Me",15,"Scream ""Are we having fun yet?"""
"16","Nickelback","How You Remind Me","How You Remind Me",16,"Yeah, yeah, yeah, no, no"
"17","Nickelback","How You Remind Me","How You Remind Me",17,"Yeah, yeah, yeah, no, no"
"18","Nickelback","How You Remind Me","How You Remind Me",18,"It's not like you didn't know that"
"19","Nickelback","How You Remind Me","How You Remind Me",19,"I said I love you and I swear I still do"
"20","Nickelback","How You Remind Me","How You Remind Me",20,"And it must have been so bad"
"21","Nickelback","How You Remind Me","How You Remind Me",21,"'Cause living with me must have damn near killed you"
"22","Nickelback","How You Remind Me","How You Remind Me",22,"And this is how you remind me of what I really am"
"23","Nickelback","How You Remind Me","How You Remind Me",23,"This is how you remind me of what I really am"
"24","Nickelback","How You Remind Me","How You Remind Me",24,"It's not like you to say sorry"
"25","Nickelback","How You Remind Me","How You Remind Me",25,"I was waiting on a different story"
"26","Nickelback","How You Remind Me","How You Remind Me",26,"This time I'm mistaken"
"27","Nickelback","How You Remind Me","How You Remind Me",27,"For handing you a heart worth breaking"
"28","Nickelback","How You Remind Me","How You Remind Me",28,"And I've been wrong, I've been down"
"29","Nickelback","How You Remind Me","How You Remind Me",29,"Been to the bottom of every bottle"
