"","artist","track","track_title","line","lyric"
"1","Maroon 5","This Love","This Love",1,"I was so high I did not recognize"
"2","Maroon 5","This Love","This Love",2,"The fire burning in her eyes"
"3","Maroon 5","This Love","This Love",3,"The chaos that controlled my mind"
"4","Maroon 5","This Love","This Love",4,"Whispered goodbye as she got on a plane"
"5","Maroon 5","This Love","This Love",5,"Never to return again"
"6","Maroon 5","This Love","This Love",6,"But always in my heart"
"7","Maroon 5","This Love","This Love",7,"This love has taken its toll on me"
"8","Maroon 5","This Love","This Love",8,"She said goodbye too many times before"
"9","Maroon 5","This Love","This Love",9,"And her heart is breaking in front of me"
"10","Maroon 5","This Love","This Love",10,"And I have no choice, 'cause I won't say goodbye anymore"
"11","Maroon 5","This Love","This Love",11,"I tried my best to feed her appetite"
"12","Maroon 5","This Love","This Love",12,"Keep her coming every night"
"13","Maroon 5","This Love","This Love",13,"So hard to keep her satisfied"
"14","Maroon 5","This Love","This Love",14,"Keep playing love like it was just a game"
"15","Maroon 5","This Love","This Love",15,"Pretending to feel the same"
"16","Maroon 5","This Love","This Love",16,"Then turn around and leave again"
"17","Maroon 5","This Love","This Love",17,"This love has taken its toll on me"
"18","Maroon 5","This Love","This Love",18,"She said goodbye too many times before"
"19","Maroon 5","This Love","This Love",19,"And her heart is breaking in front of me"
"20","Maroon 5","This Love","This Love",20,"And I have no choice, 'cause I won't say goodbye anymore"
"21","Maroon 5","This Love","This Love",21,"I'll fix these broken things"
"22","Maroon 5","This Love","This Love",22,"Repair your broken wings"
"23","Maroon 5","This Love","This Love",23,"And make sure everything's alright (It's alright, it's alright)"
"24","Maroon 5","This Love","This Love",24,"My pressure on your hips"
"25","Maroon 5","This Love","This Love",25,"Sinking my fingertips"
"26","Maroon 5","This Love","This Love",26,"Into every inch of you"
"27","Maroon 5","This Love","This Love",27,"'Cause I know that's what you want me to do"
"28","Maroon 5","This Love","This Love",28,"This love has taken its toll on me"
"29","Maroon 5","This Love","This Love",29,"She said goodbye too many times before"
"30","Maroon 5","This Love","This Love",30,"And her heart is breaking in front of me"
"31","Maroon 5","This Love","This Love",31,"And I have no choice, 'cause I won't say goodbye anymore"
"32","Maroon 5","This Love","This Love",32,"This love has taken its toll on me"
"33","Maroon 5","This Love","This Love",33,"She said goodbye too many times before"
"34","Maroon 5","This Love","This Love",34,"And my heart is breaking in front of me"
"35","Maroon 5","This Love","This Love",35,"She said goodbye too many times before"
"36","Maroon 5","This Love","This Love",36,"This love has taken its toll on me"
"37","Maroon 5","This Love","This Love",37,"She said goodbye too many times before"
"38","Maroon 5","This Love","This Love",38,"And her heart is breaking in front of me"
"39","Maroon 5","This Love","This Love",39,"I have no choice, 'cause I won't say goodbye anymore"
"40","Usher","Burn","Burn",1,"Girl, I understand why"
"41","Usher","Burn","Burn",2,"See, it's burning me to hold onto this"
"42","Usher","Burn","Burn",3,"I know this is something I gotta do"
"43","Usher","Burn","Burn",4,"But that don't mean I want to"
"44","Usher","Burn","Burn",5,"What I'm trying to say is that, I... love you, I just..."
"45","Usher","Burn","Burn",6,"I feel like this is coming to an end"
"46","Usher","Burn","Burn",7,"And its better for me to let it go now"
