"","artist","track","track_title","line","lyric"
"1","Ed Sheeran","Perfect","Perfect",1,"I found a love for me"
"2","Ed Sheeran","Perfect","Perfect",2,"Oh darling, just dive right in and follow my lead"
"3","Ed Sheeran","Perfect","Perfect",3,"Well, I found a girl, beautiful and sweet"
"4","Ed Sheeran","Perfect","Perfect",4,"Oh, I never knew you were the someone waiting for me'Cause we were just kids when we fell in love"
"5","Ed Sheeran","Perfect","Perfect",5,"Not knowing what it was"
"6","Ed Sheeran","Perfect","Perfect",6,"I will not give you up this time"
"7","Ed Sheeran","Perfect","Perfect",7,"But darling, just kiss me slow, your heart is all I own"
"8","Ed Sheeran","Perfect","Perfect",8,"And in your eyes, you're holding mine"
"9","Ed Sheeran","Perfect","Perfect",9,"Baby, I'm dancing in the dark with you between my arms"
"10","Ed Sheeran","Perfect","Perfect",10,"Barefoot on the grass, listening to our favourite song"
"11","Ed Sheeran","Perfect","Perfect",11,"When you said you looked a mess, I whispered underneath my breath"
"12","Ed Sheeran","Perfect","Perfect",12,"But you heard it, darling, you look perfect tonight"
"13","Ed Sheeran","Perfect","Perfect",13,"Well I found a woman, stronger than anyone I know"
"14","Ed Sheeran","Perfect","Perfect",14,"She shares my dreams, I hope that someday I'll share her home"
"15","Ed Sheeran","Perfect","Perfect",15,"I found a love, to carry more than just my secrets"
"16","Ed Sheeran","Perfect","Perfect",16,"To carry love, to carry children of our own"
"17","Ed Sheeran","Perfect","Perfect",17,"We are still kids, but we're so in love"
"18","Ed Sheeran","Perfect","Perfect",18,"Fighting against all odds"
"19","Ed Sheeran","Perfect","Perfect",19,"I know we'll be alright this time"
"20","Ed Sheeran","Perfect","Perfect",20,"Darling, just hold my hand"
"21","Ed Sheeran","Perfect","Perfect",21,"Be my girl, I'll be your man"
"22","Ed Sheeran","Perfect","Perfect",22,"I see my future in your eyes"
"23","Ed Sheeran","Perfect","Perfect",23,"Baby, I'm dancing in the dark, with you between my arms"
"24","Ed Sheeran","Perfect","Perfect",24,"Barefoot on the grass, listening to our favorite song"
"25","Ed Sheeran","Perfect","Perfect",25,"When I saw you in that dress, looking so beautiful"
"26","Ed Sheeran","Perfect","Perfect",26,"I don't deserve this, darling, you look perfect tonight"
"27","Ed Sheeran","Perfect","Perfect",27,NA
"28","Ed Sheeran","Perfect","Perfect",28,"Baby, I'm dancing in the dark, with you between my arms"
"29","Ed Sheeran","Perfect","Perfect",29,"Barefoot on the grass, listening to our favorite song"
"30","Ed Sheeran","Perfect","Perfect",30,"I have faith in what I see"
"31","Ed Sheeran","Perfect","Perfect",31,"Now I know I have met an angel in person"
"32","Ed Sheeran","Perfect","Perfect",32,"And she looks perfect"
"33","Ed Sheeran","Perfect","Perfect",33,"I don't deserve this"
"34","Ed Sheeran","Perfect","Perfect",34,"You look perfect tonight"
"35","Drake","God's Plan","God’s Plan",1,"And they wishin' and wishin' and wishin' and wishin'"
